investor_id,transaction_date,amfi_code,transaction_type,amount,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status,units
INV003238,2025-05-15,120507,Lumpsum,337628,Telangana,Hyderabad,T30,26-35,Male,24.1,Mandate,Pending,934.9556348281967
INV003269,2025-05-15,149323,SIP,483,Telangana,Hyderabad,T30,56+,Male,17.5,Mandate,Verified,2.459593662905305
INV003236,2025-05-15,119120,Redemption,254630,Madhya Pradesh,Bhopal,B30,18-25,Male,3.4,Net Banking,Verified,4994.341328699173
INV000162,2025-05-15,119552,SIP,16700,Haryana,Gurugram,T30,26-35,Female,25.0,UPI,Verified,133.45885391609835
INV000027,2025-05-15,118636,Lumpsum,330712,Punjab,Chandigarh,T30,26-35,Male,20.7,Mandate,Verified,9681.066254497127
INV004482,2025-05-15,149323,Lumpsum,425241,Uttar Pradesh,Kanpur,B30,18-25,Female,6.8,UPI,Verified,2165.4659809679392
INV004401,2025-05-15,148567,SIP,50462,Rajasthan,Udaipur,B30,26-35,Male,22.6,Mandate,Verified,265.81219632449927
INV004398,2025-05-15,119093,Redemption,330289,Punjab,Chandigarh,T30,46-55,Male,95.2,Mandate,Verified,6759.601491541519
INV003003,2025-05-15,101208,SIP,548,West Bengal,Kolkata,T30,18-25,Female,3.1,Net Banking,Verified,1.43616558465043
INV000167,2025-05-15,101208,Redemption,122343,Gujarat,Ahmedabad,T30,56+,Male,55.3,Cheque,Verified,320.62920825344446
INV000407,2025-05-15,148568,Lumpsum,228165,Tamil Nadu,Coimbatore,B30,36-45,Male,32.8,Mandate,Verified,1248.1714929042437
INV001299,2025-05-15,149323,Redemption,289670,Haryana,Faridabad,B30,26-35,Male,19.9,Net Banking,Verified,1475.0941953080323
INV003627,2025-05-15,149323,SIP,8953,Telangana,Hyderabad,T30,36-45,Male,39.9,Net Banking,Verified,45.591598476172244
INV002563,2025-05-15,149324,Lumpsum,189822,Madhya Pradesh,Indore,T30,18-25,Female,6.8,Mandate,Verified,1118.6609683251731
INV004290,2025-05-15,120503,Lumpsum,134777,Gujarat,Ahmedabad,T30,46-55,Male,41.9,Cheque,Verified,1236.0145118927087
INV002001,2025-05-15,120505,SIP,2809,Uttar Pradesh,Kanpur,B30,36-45,Female,38.4,Mandate,Pending,7.826921656944547
INV000339,2025-05-15,102887,Lumpsum,286935,Uttar Pradesh,Kanpur,B30,26-35,Male,22.3,UPI,Verified,878.8550121245145
INV001837,2025-05-15,119092,Lumpsum,86585,Uttar Pradesh,Agra,B30,18-25,Male,5.5,Cheque,Verified,1700.960246426579
INV003647,2025-05-15,119551,Lumpsum,443971,Haryana,Faridabad,B30,56+,Male,57.2,Cheque,Verified,5103.953868279499
INV000721,2025-05-15,119552,SIP,3143,Maharashtra,Nashik,B30,36-45,Male,59.1,Mandate,Verified,25.11743579989803
INV000138,2025-05-15,119551,Redemption,310981,Telangana,Hyderabad,T30,26-35,Male,24.7,Cheque,Verified,3575.0818812747384
INV001491,2025-05-15,101206,SIP,4819,Tamil Nadu,Chennai,T30,56+,Male,78.5,UPI,Verified,9.159700586703629
INV000734,2025-05-15,120507,SIP,8134,Maharashtra,Pune,T30,26-35,Female,15.2,Mandate,Verified,22.524580703296387
INV000590,2025-05-15,148567,SIP,2547,Gujarat,Ahmedabad,T30,36-45,Male,23.3,Net Banking,Verified,13.416504776633895
INV003188,2025-05-15,101208,Lumpsum,147122,Tamil Nadu,Coimbatore,B30,26-35,Male,11.0,Cheque,Verified,385.56852763675283
INV000710,2025-05-15,119551,SIP,475,Delhi,Noida,T30,26-35,Male,6.1,Cheque,Verified,5.460667672962338
INV003996,2025-05-15,148567,SIP,44981,Karnataka,Bangalore,T30,36-45,Female,39.8,Net Banking,Verified,236.94063657548853
INV004868,2025-05-15,120842,Redemption,526771,Karnataka,Bangalore,T30,36-45,Male,49.4,UPI,Verified,7280.961338841809
INV001852,2025-05-15,119598,Redemption,486598,Telangana,Hyderabad,T30,26-35,Male,21.7,Cheque,Verified,2981.34415918213
INV001332,2025-05-15,120504,Redemption,214739,Uttar Pradesh,Agra,B30,26-35,Female,19.9,UPI,Verified,1690.9301655345976
INV001429,2025-05-15,119093,Lumpsum,183816,Uttar Pradesh,Kanpur,B30,36-45,Male,33.5,UPI,Verified,3761.9263970922307
INV001987,2025-05-15,100025,SIP,2325,Tamil Nadu,Coimbatore,B30,18-25,Male,7.2,Mandate,Verified,75.5991845042807
INV003021,2025-05-15,100025,SIP,2536,Telangana,Hyderabad,T30,56+,Female,65.0,Net Banking,Verified,82.46001372165843
INV004362,2025-05-15,119551,Lumpsum,271839,West Bengal,Kolkata,T30,26-35,Female,12.1,Cheque,Verified,3125.099872737703
INV001406,2025-05-15,149323,SIP,403,Telangana,Hyderabad,T30,46-55,Male,86.0,Mandate,Verified,2.052207548966538
INV004557,2025-05-15,119095,SIP,54966,Maharashtra,Nashik,B30,26-35,Male,8.0,UPI,Verified,531.7506384954725
INV004358,2025-05-15,118636,Lumpsum,85391,Tamil Nadu,Coimbatore,B30,26-35,Male,6.5,UPI,Verified,2499.685310898196
INV003851,2025-05-15,100033,SIP,9877,Karnataka,Bangalore,T30,46-55,Male,60.6,Mandate,Verified,45.24003970240601
INV003016,2025-05-15,118636,Redemption,362485,Madhya Pradesh,Bhopal,B30,26-35,Male,12.7,UPI,Verified,10611.17014581083
INV000745,2025-05-15,100033,SIP,505,Punjab,Chandigarh,T30,26-35,Female,13.2,Mandate,Verified,2.313072800416628
INV001350,2025-05-15,119599,SIP,6216,Madhya Pradesh,Bhopal,B30,46-55,Female,31.7,UPI,Verified,64.29152109022533
INV000104,2025-05-15,148568,Redemption,48559,Madhya Pradesh,Indore,T30,26-35,Male,8.1,Net Banking,Verified,265.64091567040157
INV003306,2025-05-15,119552,SIP,2126,Gujarat,Ahmedabad,T30,36-45,Male,14.6,Cheque,Verified,16.9900313428518
INV002502,2025-05-15,100033,SIP,905,Tamil Nadu,Coimbatore,B30,26-35,Male,23.6,Net Banking,Pending,4.145209672033759
INV003884,2025-05-15,101206,Lumpsum,85110,Rajasthan,Udaipur,B30,18-25,Male,6.6,Cheque,Verified,161.77259118787006
INV001981,2025-05-15,149322,Redemption,254305,Gujarat,Ahmedabad,T30,26-35,Male,19.4,Mandate,Verified,496.5677358381881
INV000617,2025-05-15,101206,Lumpsum,96655,Delhi,Gurugram,T30,26-35,Female,11.8,Cheque,Verified,183.7167172043659
INV003222,2025-05-15,101207,SIP,417,Punjab,Amritsar,B30,56+,Female,11.7,Mandate,Verified,5.616479316001713
INV003853,2025-05-15,101207,SIP,23053,Tamil Nadu,Coimbatore,B30,26-35,Male,16.1,Cheque,Verified,310.495677869994
INV002793,2025-05-15,100016,SIP,2047,Madhya Pradesh,Bhopal,B30,36-45,Male,54.3,Net Banking,Verified,3.318695621299703
INV001673,2025-05-15,149322,SIP,15553,West Bengal,Kolkata,T30,26-35,Male,23.0,Net Banking,Verified,30.369509036359254
INV001609,2025-05-15,148568,Lumpsum,84808,Punjab,Chandigarh,T30,26-35,Female,14.0,UPI,Verified,463.94025363321765
INV003488,2025-05-15,102887,SIP,24651,Gujarat,Surat,T30,46-55,Male,37.3,Cheque,Verified,75.50370259425098
INV000940,2025-05-15,149324,Lumpsum,77775,Telangana,Hyderabad,T30,36-45,Female,35.7,Mandate,Verified,458.34443221275905
INV002345,2025-05-15,100025,SIP,9059,Uttar Pradesh,Agra,B30,36-45,Male,38.3,Cheque,Verified,294.56043545130274
INV004758,2025-05-15,118635,SIP,3280,Punjab,Amritsar,B30,18-25,Female,4.4,Net Banking,Verified,12.804217271952206
INV004776,2025-05-15,119552,SIP,3299,Punjab,Chandigarh,T30,36-45,Male,22.9,Net Banking,Verified,26.364117309533437
INV000874,2025-05-15,120503,SIP,2332,Tamil Nadu,Chennai,T30,56+,Male,19.1,UPI,Verified,21.386333289313434
INV004143,2025-05-15,101207,SIP,2387,Gujarat,Ahmedabad,T30,18-25,Male,7.4,Mandate,Verified,32.149966732124916
INV000513,2025-05-15,101206,SIP,501,Telangana,Hyderabad,T30,26-35,Male,12.8,Cheque,Verified,0.9522743295161896
INV003532,2025-05-15,120843,SIP,2052,Punjab,Amritsar,B30,36-45,Female,18.8,Net Banking,Pending,16.137962275547054
INV004836,2025-05-15,149324,Lumpsum,328388,West Bengal,Kolkata,T30,26-35,Male,8.3,Net Banking,Verified,1935.2595487686726
INV004094,2025-05-15,120844,SIP,3235,Haryana,Faridabad,B30,26-35,Female,10.0,Mandate,Verified,0.8143570108913895
INV003571,2025-05-15,100016,Redemption,58180,Haryana,Faridabad,B30,36-45,Male,53.1,UPI,Verified,94.32423607582645
INV002909,2025-05-15,120503,SIP,14951,Rajasthan,Udaipur,B30,36-45,Male,44.1,Net Banking,Verified,137.1128083226952
INV001598,2025-05-15,149323,SIP,562,Tamil Nadu,Coimbatore,B30,36-45,Male,48.2,Mandate,Verified,2.861887450419837
INV002770,2025-05-15,102887,SIP,497,West Bengal,Kolkata,T30,36-45,Female,21.5,Mandate,Verified,1.5222644188610093
INV001690,2025-05-15,120506,SIP,1850,Rajasthan,Jaipur,T30,36-45,Male,27.6,Mandate,Verified,6.730589072070056
INV001250,2025-05-15,119092,Redemption,468022,Rajasthan,Udaipur,B30,26-35,Male,25.0,Net Banking,Verified,9194.280954588674
INV000524,2025-05-15,120842,SIP,2339,West Bengal,Kolkata,T30,56+,Male,37.4,Mandate,Verified,32.32935862367327
INV003601,2025-05-15,120841,SIP,2940,Haryana,Faridabad,B30,26-35,Female,17.0,Net Banking,Verified,6.948649480340285
INV004246,2025-05-15,119552,Lumpsum,268162,West Bengal,Kolkata,T30,36-45,Female,12.2,Mandate,Verified,2143.0295319669917
INV000761,2025-05-15,120841,Lumpsum,159288,Rajasthan,Udaipur,B30,18-25,Female,7.5,Mandate,Verified,376.4749926613753
INV004716,2025-05-15,101208,SIP,426,Telangana,Hyderabad,T30,18-25,Male,5.4,Mandate,Verified,1.116435290257451
INV002685,2025-05-16,119093,SIP,17382,Madhya Pradesh,Bhopal,B30,18-25,Male,3.7,Mandate,Verified,360.53414309359954
INV004863,2025-05-16,101208,Redemption,31359,Maharashtra,Mumbai,T30,26-35,Male,21.1,Mandate,Verified,82.19141460233655
INV004378,2025-05-16,148568,Redemption,446600,Tamil Nadu,Chennai,T30,26-35,Female,23.2,Mandate,Verified,2419.067407806232
INV004015,2025-05-16,102886,Lumpsum,484872,Maharashtra,Mumbai,T30,18-25,Female,7.6,UPI,Verified,3151.783828055681
INV000271,2025-05-16,125498,SIP,10115,Tamil Nadu,Coimbatore,B30,26-35,Female,6.4,Cheque,Verified,63.55831027263154
INV000132,2025-05-16,119095,Redemption,429388,Karnataka,Bangalore,T30,46-55,Female,37.1,Cheque,Verified,4143.116146543431
INV002162,2025-05-16,100016,SIP,22852,Madhya Pradesh,Indore,T30,46-55,Male,40.2,Mandate,Verified,36.88622893673976
INV000782,2025-05-16,148569,SIP,4708,Telangana,Hyderabad,T30,18-25,Male,4.4,UPI,Verified,66.99471498786184
INV000599,2025-05-16,120843,SIP,1676,Gujarat,Ahmedabad,T30,36-45,Male,24.0,Net Banking,Verified,13.074261179429413
INV001336,2025-05-16,101206,SIP,2465,Tamil Nadu,Coimbatore,B30,18-25,Male,5.0,UPI,Verified,4.702967982995289
INV000211,2025-05-16,100016,SIP,1766,Punjab,Chandigarh,T30,26-35,Male,17.0,Net Banking,Verified,2.8505636400438656
INV001818,2025-05-16,101207,Redemption,333068,Telangana,Hyderabad,T30,46-55,Male,66.2,Cheque,Pending,4462.254090234348
INV003134,2025-05-16,119094,SIP,21654,Telangana,Hyderabad,T30,36-45,Female,41.3,Mandate,Verified,133.95094032892024
INV002732,2025-05-16,149322,SIP,2302,Uttar Pradesh,Lucknow,T30,18-25,Male,4.5,Net Banking,Verified,4.426758776068503
INV002473,2025-05-16,119551,Redemption,259163,Uttar Pradesh,Lucknow,T30,36-45,Male,41.8,Mandate,Verified,2946.792120299042
INV003356,2025-05-16,120504,SIP,412,Uttar Pradesh,Agra,B30,26-35,Female,11.0,Cheque,Verified,3.2263975704913053
INV002797,2025-05-16,148569,Redemption,294946,Madhya Pradesh,Indore,T30,36-45,Male,54.3,UPI,Verified,4197.073748260386
INV002395,2025-05-16,120507,SIP,2219,West Bengal,Kolkata,T30,26-35,Male,13.0,Cheque,Pending,6.142943159089493
INV003847,2025-05-16,100016,SIP,21316,Telangana,Hyderabad,T30,26-35,Male,19.7,Cheque,Verified,34.406916506894134
INV001155,2025-05-16,118632,Redemption,277552,Telangana,Hyderabad,T30,26-35,Female,16.7,Net Banking,Verified,3417.6230113776287
INV003931,2025-05-16,149323,SIP,1172,Madhya Pradesh,Indore,T30,26-35,Male,17.7,Cheque,Verified,5.960960792950198
INV002407,2025-05-16,100033,SIP,27546,West Bengal,Kolkata,T30,36-45,Male,35.9,Mandate,Pending,125.89378140660455
INV002843,2025-05-16,119092,SIP,497,Haryana,Faridabad,B30,26-35,Male,11.8,Net Banking,Verified,9.645484768091107
INV000154,2025-05-16,119094,Redemption,374124,Haryana,Faridabad,B30,36-45,Male,51.3,Mandate,Verified,2314.3189064199205
INV003282,2025-05-16,119092,Lumpsum,450561,Madhya Pradesh,Bhopal,B30,18-25,Male,7.6,Mandate,Verified,8744.223868402207
INV002348,2025-05-16,118634,SIP,825,Uttar Pradesh,Agra,B30,26-35,Male,13.4,Cheque,Verified,6.62388839109364
INV002407,2025-05-16,148567,Redemption,342062,West Bengal,Kolkata,T30,36-45,Male,35.9,Mandate,Verified,1812.2317244126943
INV002870,2025-05-16,101206,Redemption,312882,Karnataka,Mysore,B30,26-35,Female,23.7,Cheque,Verified,596.9468675275991
INV003234,2025-05-16,101208,SIP,1722,Telangana,Hyderabad,T30,26-35,Male,13.5,Net Banking,Verified,4.5133332040314915
INV004149,2025-05-16,120504,Redemption,266757,Rajasthan,Udaipur,B30,56+,Female,78.2,UPI,Verified,2088.9906230862844
INV004102,2025-05-16,119095,SIP,930,Tamil Nadu,Coimbatore,B30,26-35,Female,6.6,Net Banking,Verified,8.9734645967875
INV002977,2025-05-16,101207,SIP,526,Haryana,Faridabad,B30,36-45,Female,26.6,Net Banking,Verified,7.047046403326849
INV002012,2025-05-16,119598,Redemption,303769,Telangana,Hyderabad,T30,36-45,Male,38.4,Mandate,Verified,1844.5030870344553
INV002807,2025-05-16,120506,SIP,8749,Madhya Pradesh,Indore,T30,46-55,Male,26.7,Cheque,Verified,31.905342257639376
INV001050,2025-05-16,120507,SIP,14570,Telangana,Hyderabad,T30,36-45,Female,38.9,UPI,Verified,40.334692126153186
INV001587,2025-05-16,119599,Lumpsum,542543,Punjab,Chandigarh,T30,26-35,Male,22.3,UPI,Verified,5642.1682512016605
INV004173,2025-05-16,148567,SIP,46478,West Bengal,Kolkata,T30,26-35,Male,16.9,Net Banking,Verified,246.23871136593135
INV002696,2025-05-16,120843,SIP,2554,Punjab,Amritsar,B30,18-25,Male,7.1,Cheque,Pending,19.92342664216153
INV002372,2025-05-16,120505,SIP,8237,Maharashtra,Pune,T30,36-45,Female,28.6,Cheque,Verified,23.22622632049993
INV003411,2025-05-16,119120,Lumpsum,263569,Tamil Nadu,Chennai,T30,26-35,Male,14.2,Cheque,Verified,5153.912036855979
INV002606,2025-05-16,149324,SIP,52653,Telangana,Hyderabad,T30,26-35,Female,8.1,Net Banking,Verified,307.41986957732615
INV000971,2025-05-16,120843,SIP,5061,Maharashtra,Mumbai,T30,36-45,Male,42.2,UPI,Verified,39.480212308527605
INV000563,2025-05-16,120841,SIP,25894,Uttar Pradesh,Lucknow,T30,26-35,Male,15.5,Cheque,Verified,61.768756230488535
INV001858,2025-05-16,119092,Lumpsum,404165,Punjab,Amritsar,B30,36-45,Male,16.6,Net Banking,Verified,7843.797487516181
INV003321,2025-05-16,148567,Lumpsum,358430,Karnataka,Bangalore,T30,46-55,Male,22.5,UPI,Verified,1898.9487782368167
INV002822,2025-05-16,120842,SIP,997,Karnataka,Bangalore,T30,46-55,Male,79.5,Mandate,Verified,13.856806513393988
INV000693,2025-05-16,101208,Lumpsum,135331,Haryana,Faridabad,B30,26-35,Male,11.0,Net Banking,Verified,354.7002879412229
INV001649,2025-05-16,119599,Redemption,67491,Telangana,Hyderabad,T30,36-45,Male,51.5,UPI,Pending,701.8716994631785
INV001197,2025-05-16,148568,Lumpsum,44938,West Bengal,Kolkata,T30,36-45,Female,29.6,Cheque,Verified,243.41256420061902
INV002613,2025-05-16,120507,SIP,4724,Karnataka,Bangalore,T30,46-55,Female,44.3,Mandate,Pending,13.07763113273491
INV004963,2025-05-16,119551,SIP,6347,Delhi,Noida,T30,36-45,Female,59.6,Cheque,Verified,72.16805480542368
INV002723,2025-05-16,125497,SIP,985,West Bengal,Kolkata,T30,36-45,Female,54.4,Mandate,Verified,1.0851650772946009
INV004359,2025-05-16,101207,Lumpsum,531994,Delhi,New Delhi,T30,26-35,Male,9.4,Net Banking,Pending,7127.350578500882
INV001537,2025-05-16,119093,SIP,1855,Madhya Pradesh,Indore,T30,46-55,Male,74.7,Net Banking,Pending,38.47605772860586
INV003374,2025-05-16,102887,SIP,13591,Karnataka,Mysore,B30,26-35,Male,15.8,Cheque,Verified,41.08386931393777
INV003962,2025-05-16,101208,SIP,11450,Haryana,Gurugram,T30,26-35,Male,20.4,Mandate,Verified,30.010258528548537
INV004916,2025-05-17,102885,Lumpsum,304806,Haryana,Faridabad,B30,26-35,Male,12.5,Cheque,Verified,
INV002419,2025-05-17,120507,SIP,3279,Madhya Pradesh,Bhopal,B30,36-45,Male,58.7,Mandate,Verified,
INV001139,2025-05-17,148568,SIP,989,Gujarat,Ahmedabad,T30,36-45,Male,43.6,Net Banking,Verified,
INV002961,2025-05-17,102887,Redemption,212994,Gujarat,Ahmedabad,T30,26-35,Male,13.0,Mandate,Verified,
INV003317,2025-05-17,102885,Redemption,255862,Delhi,New Delhi,T30,18-25,Male,6.6,Mandate,Verified,
INV001056,2025-05-17,101206,SIP,48527,Punjab,Chandigarh,T30,56+,Female,75.1,UPI,Verified,
INV004211,2025-05-17,100025,SIP,2295,Tamil Nadu,Chennai,T30,56+,Male,40.3,Net Banking,Verified,
INV000115,2025-05-17,118636,Lumpsum,288082,Tamil Nadu,Coimbatore,B30,36-45,Male,16.6,Cheque,Verified,
INV000182,2025-05-17,120844,Redemption,109055,Tamil Nadu,Chennai,T30,36-45,Male,38.1,UPI,Verified,
INV000705,2025-05-17,149323,SIP,566,Delhi,Noida,T30,26-35,Male,6.9,Mandate,Verified,
INV001144,2025-05-17,149324,Lumpsum,213442,Tamil Nadu,Coimbatore,B30,36-45,Male,16.7,Net Banking,Verified,
INV001434,2025-05-17,149324,SIP,15509,Maharashtra,Mumbai,T30,46-55,Male,92.6,Mandate,Pending,
INV002872,2025-05-17,125498,SIP,27980,West Bengal,Kolkata,T30,36-45,Male,47.5,Mandate,Verified,
INV000002,2025-05-17,119094,SIP,2690,Maharashtra,Pune,T30,46-55,Male,24.0,Cheque,Verified,
INV000639,2025-05-17,149323,Redemption,161018,Tamil Nadu,Coimbatore,B30,18-25,Female,3.6,Cheque,Verified,
INV002066,2025-05-17,119551,SIP,15807,West Bengal,Kolkata,T30,26-35,Female,23.3,Net Banking,Verified,
INV004746,2025-05-17,148569,Lumpsum,349699,Telangana,Hyderabad,T30,18-25,Male,6.0,Cheque,Verified,
INV004753,2025-05-17,120844,Lumpsum,134302,Karnataka,Mysore,B30,36-45,Female,18.4,Net Banking,Verified,
INV000380,2025-05-17,101206,SIP,5647,Haryana,Gurugram,T30,56+,Male,24.2,Mandate,Verified,
INV001607,2025-05-17,120506,SIP,2205,Punjab,Amritsar,B30,26-35,Male,14.8,UPI,Verified,
INV000278,2025-05-17,120505,Lumpsum,454565,Rajasthan,Jaipur,T30,26-35,Male,22.1,UPI,Verified,
INV004821,2025-05-17,120841,Redemption,226539,Tamil Nadu,Coimbatore,B30,26-35,Female,21.6,Cheque,Verified,
INV003564,2025-05-17,125497,SIP,13106,Telangana,Hyderabad,T30,18-25,Male,6.8,Cheque,Verified,
INV004350,2025-05-17,119094,SIP,3082,Delhi,Noida,T30,36-45,Male,13.0,Cheque,Pending,
INV000691,2025-05-17,100025,Lumpsum,348568,Tamil Nadu,Chennai,T30,18-25,Female,7.8,UPI,Verified,
INV002202,2025-05-17,125498,SIP,7655,Madhya Pradesh,Indore,T30,18-25,Female,7.1,UPI,Verified,
INV001043,2025-05-17,148568,SIP,49476,Haryana,Gurugram,T30,18-25,Male,7.8,Cheque,Verified,
INV000101,2025-05-17,120842,Redemption,245474,Madhya Pradesh,Indore,T30,26-35,Male,20.8,Cheque,Verified,
INV002417,2025-05-17,120506,SIP,26775,Tamil Nadu,Coimbatore,B30,26-35,Male,16.8,Cheque,Verified,
INV000004,2025-05-17,119599,SIP,2110,Punjab,Chandigarh,T30,26-35,Male,20.0,UPI,Verified,
INV003250,2025-05-17,119599,SIP,26027,Gujarat,Ahmedabad,T30,26-35,Male,11.3,Cheque,Verified,
INV000264,2025-05-17,119599,SIP,1079,Telangana,Hyderabad,T30,36-45,Female,30.6,Net Banking,Verified,
INV003712,2025-05-17,119095,Lumpsum,433101,Maharashtra,Pune,T30,46-55,Male,82.6,UPI,Verified,
INV002523,2025-05-17,120844,SIP,21572,Telangana,Hyderabad,T30,46-55,Female,57.2,UPI,Verified,
INV000078,2025-05-17,120841,SIP,28687,Haryana,Faridabad,B30,26-35,Male,20.2,Net Banking,Pending,
INV001929,2025-05-17,148569,Lumpsum,36322,Rajasthan,Jaipur,T30,56+,Male,60.1,Cheque,Verified,
INV003811,2025-05-17,120843,Lumpsum,306371,Gujarat,Surat,T30,46-55,Female,83.6,UPI,Verified,
INV003017,2025-05-17,101206,SIP,12139,West Bengal,Kolkata,T30,56+,Male,75.3,UPI,Verified,
INV004468,2025-05-17,120504,SIP,2042,Telangana,Hyderabad,T30,46-55,Female,20.8,Cheque,Verified,
INV004289,2025-05-17,118633,SIP,468,Karnataka,Bangalore,T30,26-35,Male,14.8,Net Banking,Verified,
INV003463,2025-05-17,100016,SIP,491,Uttar Pradesh,Kanpur,B30,26-35,Male,14.1,Mandate,Verified,
INV003206,2025-05-17,101207,SIP,5739,Gujarat,Ahmedabad,T30,26-35,Male,24.1,Net Banking,Verified,
INV004042,2025-05-17,120503,Lumpsum,222775,Madhya Pradesh,Bhopal,B30,36-45,Male,36.0,UPI,Verified,
INV003824,2025-05-17,101207,SIP,21870,Telangana,Hyderabad,T30,26-35,Male,9.4,Net Banking,Verified,
INV000172,2025-05-17,101207,SIP,1751,Delhi,Noida,T30,36-45,Male,53.2,Net Banking,Verified,
INV004771,2025-05-17,149323,SIP,8900,Tamil Nadu,Coimbatore,B30,18-25,Male,6.6,Net Banking,Verified,
INV000223,2025-05-17,119552,Lumpsum,157311,West Bengal,Kolkata,T30,26-35,Male,6.3,Net Banking,Verified,
INV004801,2025-05-17,102887,SIP,887,Uttar Pradesh,Lucknow,T30,26-35,Male,13.2,Cheque,Verified,
INV001683,2025-05-17,119094,SIP,522,Haryana,Gurugram,T30,26-35,Male,8.7,Net Banking,Verified,
INV001023,2025-05-17,148569,SIP,5139,Gujarat,Ahmedabad,T30,36-45,Male,27.1,Net Banking,Verified,
INV003768,2025-05-17,118633,SIP,2716,Telangana,Hyderabad,T30,18-25,Male,4.9,UPI,Verified,
INV004181,2025-05-17,148568,SIP,41534,Uttar Pradesh,Lucknow,T30,26-35,Female,17.8,Mandate,Verified,
INV002602,2025-05-17,118632,SIP,46352,Gujarat,Surat,T30,56+,Female,45.7,Net Banking,Verified,
INV001689,2025-05-17,120841,SIP,6324,Haryana,Faridabad,B30,36-45,Male,40.4,Cheque,Verified,
INV001649,2025-05-17,118633,SIP,21678,Telangana,Hyderabad,T30,36-45,Male,51.5,Net Banking,Verified,
INV002928,2025-05-17,100033,Lumpsum,251878,Tamil Nadu,Coimbatore,B30,26-35,Male,9.4,UPI,Verified,
INV004786,2025-05-17,125497,SIP,3134,Rajasthan,Udaipur,B30,26-35,Male,10.3,Cheque,Verified,
INV003227,2025-05-17,148568,Redemption,184543,Maharashtra,Mumbai,T30,36-45,Male,41.8,UPI,Verified,
INV004475,2025-05-17,120844,SIP,2866,Punjab,Amritsar,B30,26-35,Male,18.2,Mandate,Verified,
INV004170,2025-05-17,120507,SIP,6786,Haryana,Faridabad,B30,36-45,Female,34.5,Cheque,Verified,
INV004563,2025-05-17,119551,SIP,2217,Gujarat,Surat,T30,46-55,Female,32.2,Net Banking,Verified,
INV004564,2025-05-17,120504,Lumpsum,106238,Karnataka,Mysore,B30,26-35,Male,7.6,Net Banking,Verified,
INV000308,2025-05-17,102887,SIP,7157,West Bengal,Kolkata,T30,36-45,Male,52.4,Net Banking,Verified,
INV001028,2025-05-17,120844,SIP,4288,Rajasthan,Jaipur,T30,46-55,Female,67.4,Net Banking,Verified,
INV001149,2025-05-17,120506,SIP,7694,Karnataka,Bangalore,T30,26-35,Female,8.8,Mandate,Verified,
INV002369,2025-05-18,120841,Redemption,206449,Madhya Pradesh,Bhopal,B30,36-45,Male,33.6,UPI,Verified,
INV002241,2025-05-18,100016,SIP,569,Punjab,Amritsar,B30,36-45,Female,41.4,Cheque,Verified,
INV001596,2025-05-18,102885,Redemption,467730,Telangana,Hyderabad,T30,46-55,Male,61.3,Mandate,Verified,
INV000765,2025-05-18,119551,Redemption,289650,Telangana,Hyderabad,T30,18-25,Male,4.6,Cheque,Verified,
INV004472,2025-05-18,120506,SIP,3286,West Bengal,Kolkata,T30,26-35,Female,19.1,Cheque,Verified,
INV001857,2025-05-18,118635,SIP,2983,Tamil Nadu,Chennai,T30,26-35,Male,24.0,Cheque,Verified,
INV004793,2025-05-18,125498,Lumpsum,51510,Madhya Pradesh,Indore,T30,36-45,Female,26.3,Mandate,Verified,
INV000121,2025-05-18,119094,Lumpsum,170466,Telangana,Hyderabad,T30,18-25,Male,7.8,Cheque,Verified,
INV004037,2025-05-18,120843,SIP,1015,Gujarat,Ahmedabad,T30,26-35,Male,20.8,UPI,Verified,
INV002565,2025-05-18,120841,SIP,1186,Rajasthan,Jaipur,T30,26-35,Male,10.0,Cheque,Verified,
INV000392,2025-05-18,119551,SIP,1759,Gujarat,Surat,T30,26-35,Female,16.6,Net Banking,Verified,
INV001673,2025-05-18,119551,SIP,4427,West Bengal,Kolkata,T30,26-35,Male,23.0,Mandate,Verified,
INV002135,2025-05-18,119095,Redemption,43817,Gujarat,Ahmedabad,T30,56+,Male,18.3,Cheque,Verified,
INV002957,2025-05-18,119598,SIP,2897,Tamil Nadu,Chennai,T30,26-35,Male,15.5,Net Banking,Verified,
INV000717,2025-05-18,118634,SIP,483,Tamil Nadu,Chennai,T30,46-55,Male,44.9,Mandate,Verified,
INV000166,2025-05-18,120504,SIP,420,Telangana,Hyderabad,T30,26-35,Male,24.4,Net Banking,Verified,
INV004582,2025-05-18,118632,Redemption,104793,Tamil Nadu,Chennai,T30,56+,Male,67.1,Cheque,Verified,
INV003509,2025-05-18,120506,SIP,1911,Haryana,Gurugram,T30,36-45,Male,14.5,Cheque,Verified,
INV001080,2025-05-18,102885,Redemption,357406,Tamil Nadu,Chennai,T30,18-25,Female,7.3,UPI,Verified,
INV001204,2025-05-18,148569,Lumpsum,336041,Delhi,New Delhi,T30,36-45,Male,15.3,Net Banking,Verified,
INV000351,2025-05-18,100033,SIP,2876,Madhya Pradesh,Indore,T30,56+,Female,62.9,Mandate,Verified,
INV004324,2025-05-18,148568,SIP,4966,Madhya Pradesh,Indore,T30,36-45,Male,42.4,Cheque,Pending,
INV003308,2025-05-18,118634,SIP,5345,Telangana,Hyderabad,T30,56+,Male,58.2,Net Banking,Verified,
